"","id","raceId","raceName","geoid","fullState","state","cd","chamber","rating","openSeat","previousParty","uncontested","turnoutCount","specialElection","primaryDate","senateClass"
"192",37575,"H2020NE01","Nebraska 1","3101","Nebraska","NE","01","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"193",37614,"H2020NY17","New York 17","3617","New York","NY","17","HOUSE","SAFE-D",TRUE,NA,FALSE,NA,FALSE,NA,""
"194",37578,"H2020NH01","New Hampshire 1","3301","New Hampshire","NH","01","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"195",37582,"H2020NJ03","New Jersey 3","3403","New Jersey","NJ","03","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"196",37770,"P2020DE","Delaware","10","Delaware","DE","","PRESIDENT","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"197",37589,"H2020NJ10","New Jersey 10","3410","New Jersey","NJ","10","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"198",37615,"H2020NY18","New York 18","3618","New York","NY","18","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"199",37616,"H2020NY19","New York 19","3619","New York","NY","19","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"200",37617,"H2020NY20","New York 20","3620","New York","NY","20","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"201",37618,"H2020NY21","New York 21","3621","New York","NY","21","HOUSE","LIKELY-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"202",37623,"H2020NY26","New York 26","3626","New York","NY","26","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"203",37612,"H2020NY14","New York 14","3614","New York","NY","14","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"204",37624,"H2020NY27","New York 27","3627","New York","NY","27","HOUSE","SAFE-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"205",37626,"H2020OH02","Ohio 2","3902","Ohio","OH","02","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"206",37627,"H2020OH03","Ohio 3","3903","Ohio","OH","03","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"207",37628,"H2020OH04","Ohio 4","3904","Ohio","OH","04","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"208",37611,"H2020NY13","New York 13","3613","New York","NY","13","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"209",37631,"H2020OH07","Ohio 7","3907","Ohio","OH","07","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"210",37632,"H2020OH08","Ohio 8","3908","Ohio","OH","08","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"211",37633,"H2020OH09","Ohio 9","3909","Ohio","OH","09","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"212",37636,"H2020OH12","Ohio 12","3912","Ohio","OH","12","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"213",37641,"H2020OK01","Oklahoma 1","4001","Oklahoma","OK","01","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"214",37643,"H2020OK03","Oklahoma 3","4003","Oklahoma","OK","03","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"215",37650,"H2020OR05","Oregon 5","4105","Oregon","OR","05","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"216",37652,"H2020PA02","Pennsylvania 2","4202","Pennsylvania","PA","02","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"217",37653,"H2020PA03","Pennsylvania 3","4203","Pennsylvania","PA","03","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"218",37665,"H2020PA15","Pennsylvania 15","4215","Pennsylvania","PA","15","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"219",37580,"H2020NJ01","New Jersey 1","3401","New Jersey","NJ","01","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"220",37668,"H2020PA18","Pennsylvania 18","4218","Pennsylvania","PA","18","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"221",37669,"H2020RI01","Rhode Island 1","4401","Rhode Island","RI","01","HOUSE","SAFE-D",FALSE,NA,TRUE,NA,FALSE,NA,""
"222",37662,"H2020PA12","Pennsylvania 12","4212","Pennsylvania","PA","12","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"223",37675,"H2020SC05","South Carolina 5","4505","South Carolina","SC","05","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"224",37676,"H2020SC06","South Carolina 6","4506","South Carolina","SC","06","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"225",37677,"H2020SC07","South Carolina 7","4507","South Carolina","SC","07","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"226",37656,"H2020PA06","Pennsylvania 6","4206","Pennsylvania","PA","06","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"227",37678,"H2020TN01","Tennessee 1","4701","Tennessee","TN","01","HOUSE","SAFE-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"228",37685,"H2020TN09","Tennessee 9","4709","Tennessee","TN","09","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"229",37634,"H2020OH10","Ohio 10","3910","Ohio","OH","10","HOUSE","LEAN-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"230",37637,"H2020OH13","Ohio 13","3913","Ohio","OH","13","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"231",37688,"H2020TX04","Texas 4","4804","Texas","TX","04","HOUSE","SAFE-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"232",37690,"H2020TX06","Texas 6","4806","Texas","TX","06","HOUSE","LIKELY-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"233",37691,"H2020TX07","Texas 7","4807","Texas","TX","07","HOUSE","TOSS-UP",FALSE,NA,FALSE,NA,FALSE,NA,""
"234",37692,"H2020TX08","Texas 8","4808","Texas","TX","08","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"235",37696,"H2020TX12","Texas 12","4812","Texas","TX","12","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"236",37642,"H2020OK02","Oklahoma 2","4002","Oklahoma","OK","02","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"237",37697,"H2020TX13","Texas 13","4813","Texas","TX","13","HOUSE","SAFE-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"238",37698,"H2020TX14","Texas 14","4814","Texas","TX","14","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"239",37700,"H2020TX16","Texas 16","4816","Texas","TX","16","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"240",37704,"H2020TX20","Texas 20","4820","Texas","TX","20","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"241",37689,"H2020TX05","Texas 5","4805","Texas","TX","05","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"242",37706,"H2020TX22","Texas 22","4822","Texas","TX","22","HOUSE","LEAN-D",TRUE,NA,FALSE,NA,FALSE,NA,""
"243",37708,"H2020TX24","Texas 24","4824","Texas","TX","24","HOUSE","TOSS-UP",TRUE,NA,FALSE,NA,FALSE,NA,""
"244",37709,"H2020TX25","Texas 25","4825","Texas","TX","25","HOUSE","LIKELY-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"245",37695,"H2020TX11","Texas 11","4811","Texas","TX","11","HOUSE","SAFE-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"246",37674,"H2020SC04","South Carolina 4","4504","South Carolina","SC","04","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"247",37680,"H2020TN03","Tennessee 3","4703","Tennessee","TN","03","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"248",37712,"H2020TX28","Texas 28","4828","Texas","TX","28","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"249",37458,"H2020IA01","Iowa 1","1901","Iowa","IA","01","HOUSE","LEAN-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"250",37713,"H2020TX29","Texas 29","4829","Texas","TX","29","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"251",37699,"H2020TX15","Texas 15","4815","Texas","TX","15","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"252",37714,"H2020TX30","Texas 30","4830","Texas","TX","30","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"253",37715,"H2020TX31","Texas 31","4831","Texas","TX","31","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"254",37716,"H2020TX32","Texas 32","4832","Texas","TX","32","HOUSE","LEAN-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"255",37717,"H2020TX33","Texas 33","4833","Texas","TX","33","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"256",37719,"H2020TX35","Texas 35","4835","Texas","TX","35","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"257",37720,"H2020TX36","Texas 36","4836","Texas","TX","36","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"258",37723,"H2020UT03","Utah 3","4903","Utah","UT","03","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"259",37725,"H2020VA01","Virginia 1","5101","Virginia","VA","01","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"260",37726,"H2020VA02","Virginia 2","5102","Virginia","VA","02","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"261",37730,"H2020VA06","Virginia 6","5106","Virginia","VA","06","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"262",37613,"H2020NY15","New York 15","3615","New York","NY","15","HOUSE","SAFE-D",TRUE,NA,FALSE,NA,FALSE,NA,""
"263",37731,"H2020VA07","Virginia 7","5107","Virginia","VA","07","HOUSE","TOSS-UP",FALSE,NA,FALSE,NA,FALSE,NA,""
"264",37651,"H2020PA01","Pennsylvania 1","4201","Pennsylvania","PA","01","HOUSE","LEAN-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"265",37732,"H2020VA08","Virginia 8","5108","Virginia","VA","08","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"266",37733,"H2020VA10","Virginia 10","5110","Virginia","VA","10","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"267",37735,"H2020VT00","Vermont At-Large","5000","Vermont","VT","00","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"268",37738,"H2020WA03","Washington 3","5303","Washington","WA","03","HOUSE","TOSS-UP",FALSE,NA,FALSE,NA,FALSE,NA,""
"269",37744,"H2020WA09","Washington 9","5309","Washington","WA","09","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"270",37745,"H2020WA10","Washington 10","5310","Washington","WA","10","HOUSE","SAFE-D",TRUE,NA,FALSE,NA,FALSE,NA,""
"271",37746,"H2020WI01","Wisconsin 1","5501","Wisconsin","WI","01","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"272",37749,"H2020WI04","Wisconsin 4","5504","Wisconsin","WI","04","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"273",37395,"H2020CA47","California 47","0647","California","CA","47","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"274",37721,"H2020UT01","Utah 1","4901","Utah","UT","01","HOUSE","SAFE-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"275",37759,"H2020SD00","South Dakota At-Large","4600","South Dakota","SD","00","HOUSE","SAFE-R",FALSE,NA,TRUE,NA,FALSE,NA,""
"276",37663,"H2020PA13","Pennsylvania 13","4213","Pennsylvania","PA","13","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"277",37760,"H2020TN05","Tennessee 5","4705","Tennessee","TN","05","HOUSE","SAFE-D",FALSE,NA,TRUE,NA,FALSE,NA,""
"278",37412,"H2020CT04","Connecticut 4","0904","Connecticut","CT","04","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"279",37762,"H2020VA09","Virginia 9","5109","Virginia","VA","09","HOUSE","SAFE-R",FALSE,NA,TRUE,NA,FALSE,NA,""
"280",37769,"P2020CT","Connecticut","09","Connecticut","CT","","PRESIDENT","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"281",37771,"P2020DC","District of Columbia","11","District of Columbia","DC","","PRESIDENT","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"282",37776,"P2020IL","Illinois","17","Illinois","IL","","PRESIDENT","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"283",37777,"P2020IN","Indiana","18","Indiana","IN","","PRESIDENT","LIKELY-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"284",37789,"P2020MS","Mississippi","28","Mississippi","MS","","PRESIDENT","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"285",37792,"P2020NE","Nebraska","31","Nebraska","NE","","PRESIDENT","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"286",37795,"P2020NE03","Nebraska 3","3103","Nebraska","NE","03","PRESIDENT","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"287",37799,"P2020NM","New Mexico","35","New Mexico","NM","","PRESIDENT","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"288",37800,"P2020NY","New York","36","New York","NY","","PRESIDENT","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"289",37802,"P2020ND","North Dakota","38","North Dakota","ND","","PRESIDENT","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"290",37810,"P2020TN","Tennessee","47","Tennessee","TN","","PRESIDENT","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"291",37816,"P2020WV","West Virginia","54","West Virginia","WV","","PRESIDENT","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"292",37737,"H2020WA02","Washington 2","5302","Washington","WA","02","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"293",37299,"S2020ID02","Idaho","16","Idaho","ID","","SENATE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"294",37330,"H2020AL02","Alabama 2","0102","Alabama","AL","02","HOUSE","SAFE-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"295",37460,"H2020IA03","Iowa 3","1903","Iowa","IA","03","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"296",37766,"P2020AR","Arkansas","05","Arkansas","AR","","PRESIDENT","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"297",37331,"H2020AL03","Alabama 3","0103","Alabama","AL","03","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"298",37332,"H2020AL04","Alabama 4","0104","Alabama","AL","04","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"299",37562,"H2020NC02","North Carolina 2","3702","North Carolina","NC","02","HOUSE","SAFE-D",TRUE,NA,FALSE,NA,FALSE,NA,""
"300",37752,"H2020WI07","Wisconsin 7","5507","Wisconsin","WI","07","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"301",37659,"H2020PA09","Pennsylvania 9","4209","Pennsylvania","PA","09","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"302",37670,"H2020RI02","Rhode Island 2","4402","Rhode Island","RI","02","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"303",37703,"H2020TX19","Texas 19","4819","Texas","TX","19","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"304",37347,"H2020AZ08","Arizona 8","0408","Arizona","AZ","08","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"305",37322,"S2020IL02","Illinois","17","Illinois","IL","","SENATE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"306",37329,"H2020AL01","Alabama 1","0101","Alabama","AL","01","HOUSE","SAFE-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"307",37750,"H2020WI05","Wisconsin 5","5505","Wisconsin","WI","05","HOUSE","SAFE-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"308",37338,"H2020AR03","Arkansas 3","0503","Arkansas","AR","03","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"309",37350,"H2020CA02","California 2","0602","California","CA","02","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"310",37448,"H2020GA07","Georgia 7","1307","Georgia","GA","07","HOUSE","TOSS-UP",TRUE,NA,FALSE,NA,FALSE,NA,""
"311",37475,"H2020IL12","Illinois 12","1712","Illinois","IL","12","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"312",37489,"H2020IN08","Indiana 8","1808","Indiana","IN","08","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"313",37559,"H2020MS04","Mississippi 4","2804","Mississippi","MS","04","HOUSE","SAFE-R",FALSE,NA,TRUE,NA,FALSE,NA,""
"314",37587,"H2020NJ08","New Jersey 8","3408","New Jersey","NJ","08","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"315",37606,"H2020NY08","New York 8","3608","New York","NY","08","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"316",37649,"H2020OR04","Oregon 4","4104","Oregon","OR","04","HOUSE","TOSS-UP",FALSE,NA,FALSE,NA,FALSE,NA,""
"317",37671,"H2020SC01","South Carolina 1","4501","South Carolina","SC","01","HOUSE","TOSS-UP",FALSE,NA,FALSE,NA,FALSE,NA,""
"318",37426,"H2020FL12","Florida 12","1212","Florida","FL","12","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"319",37472,"H2020IL09","Illinois 9","1709","Illinois","IL","09","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"320",37504,"H2020LA04","Louisiana 4","2204","Louisiana","LA","04","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"321",37529,"H2020MI04","Michigan 4","2604","Michigan","MI","04","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"322",37607,"H2020NY09","New York 9","3609","New York","NY","09","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"323",37673,"H2020SC03","South Carolina 3","4503","South Carolina","SC","03","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"324",37747,"H2020WI02","Wisconsin 2","5502","Wisconsin","WI","02","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"325",37646,"H2020OR01","Oregon 1","4101","Oregon","OR","01","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"326",37724,"H2020UT04","Utah 4","4904","Utah","UT","04","HOUSE","TOSS-UP",FALSE,NA,FALSE,NA,FALSE,NA,""
"327",37398,"H2020CA50","California 50","0650","California","CA","50","HOUSE","LIKELY-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"328",37296,"S2020DE02","Delaware","10","Delaware","DE","","SENATE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"329",37758,"H2020NY16","New York 16","3616","New York","NY","16","HOUSE","SAFE-D",TRUE,NA,TRUE,NA,FALSE,NA,""
"330",37391,"H2020CA43","California 43","0643","California","CA","43","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"331",37421,"H2020FL07","Florida 7","1207","Florida","FL","07","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"332",37498,"H2020KY04","Kentucky 4","2104","Kentucky","KY","04","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"333",37445,"H2020GA04","Georgia 4","1304","Georgia","GA","04","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"334",37779,"P2020KS","Kansas","20","Kansas","KS","","PRESIDENT","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"335",37341,"H2020AZ02","Arizona 2","0402","Arizona","AZ","02","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"336",37638,"H2020OH14","Ohio 14","3914","Ohio","OH","14","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"337",37645,"H2020OK05","Oklahoma 5","4005","Oklahoma","OK","05","HOUSE","TOSS-UP",FALSE,NA,FALSE,NA,FALSE,NA,""
"338",37574,"H2020ND00","North Dakota At-Large","3800","North Dakota","ND","00","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"339",37781,"P2020LA","Louisiana","22","Louisiana","LA","","PRESIDENT","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"340",37701,"H2020TX17","Texas 17","4817","Texas","TX","17","HOUSE","SAFE-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"341",37640,"H2020OH16","Ohio 16","3916","Ohio","OH","16","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"342",37666,"H2020PA16","Pennsylvania 16","4216","Pennsylvania","PA","16","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"343",37667,"H2020PA17","Pennsylvania 17","4217","Pennsylvania","PA","17","HOUSE","TOSS-UP",FALSE,NA,FALSE,NA,FALSE,NA,""
"344",37813,"P2020VT","Vermont","50","Vermont","VT","","PRESIDENT","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"345",37718,"H2020TX34","Texas 34","4834","Texas","TX","34","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"346",37508,"H2020MA02","Massachusetts 2","2502","Massachusetts","MA","02","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"347",37601,"H2020NY03","New York 3","3603","New York","NY","03","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"348",37602,"H2020NY04","New York 4","3604","New York","NY","04","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"349",37693,"H2020TX09","Texas 9","4809","Texas","TX","09","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"350",37815,"P2020WA","Washington","53","Washington","WA","","PRESIDENT","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"351",37694,"H2020TX10","Texas 10","4810","Texas","TX","10","HOUSE","LEAN-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"352",37302,"S2020LA02","Louisiana","22","Louisiana","LA","","SENATE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"353",37711,"H2020TX27","Texas 27","4827","Texas","TX","27","HOUSE","LIKELY-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"354",37619,"H2020NY22","New York 22","3622","New York","NY","22","HOUSE","LEAN-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"355",37406,"H2020CO05","Colorado 5","0805","Colorado","CO","05","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"356",37736,"H2020WA01","Washington 1","5301","Washington","WA","01","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"357",37727,"H2020VA03","Virginia 3","5103","Virginia","VA","03","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"358",37407,"H2020CO06","Colorado 6","0806","Colorado","CO","06","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"359",37443,"H2020GA02","Georgia 2","1302","Georgia","GA","02","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"360",37400,"H2020CA52","California 52","0652","California","CA","52","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"361",37313,"S2020OR02","Oregon","41","Oregon","OR","","SENATE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"362",37315,"S2020SD02","South Dakota","46","South Dakota","SD","","SENATE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"363",37748,"H2020WI03","Wisconsin 3","5503","Wisconsin","WI","03","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"364",37321,"S2020AR02","Arkansas","05","Arkansas","AR","","SENATE","SAFE-R",FALSE,NA,TRUE,NA,FALSE,NA,""
"365",37308,"S2020NE02","Nebraska","31","Nebraska","NE","","SENATE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"366",37600,"H2020NY02","New York 2","3602","New York","NY","02","HOUSE","LIKELY-D",TRUE,NA,FALSE,NA,FALSE,NA,""
"367",37654,"H2020PA04","Pennsylvania 4","4204","Pennsylvania","PA","04","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"368",37661,"H2020PA11","Pennsylvania 11","4211","Pennsylvania","PA","11","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"369",37754,"H2020WV01","West Virginia 1","5401","West Virginia","WV","01","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"370",37356,"H2020CA08","California 8","0608","California","CA","08","HOUSE","LIKELY-R",TRUE,NA,FALSE,NA,FALSE,NA,""
"371",37542,"H2020MN03","Minnesota 3","2703","Minnesota","MN","03","HOUSE","LEAN-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"372",37533,"H2020MI08","Michigan 8","2608","Michigan","MI","08","HOUSE","LIKELY-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"373",37473,"H2020IL10","Illinois 10","1710","Illinois","IL","10","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"374",37482,"H2020IN01","Indiana 1","1801","Indiana","IN","01","HOUSE","SAFE-D",TRUE,NA,FALSE,NA,FALSE,NA,""
"375",37370,"H2020CA22","California 22","0622","California","CA","22","HOUSE","LIKELY-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"376",37371,"H2020CA23","California 23","0623","California","CA","23","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"377",37554,"H2020MO07","Missouri 7","2907","Missouri","MO","07","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"378",37556,"H2020MS01","Mississippi 1","2801","Mississippi","MS","01","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"379",37355,"H2020CA07","California 7","0607","California","CA","07","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"380",37592,"H2020NM01","New Mexico 1","3501","New Mexico","NM","01","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
"381",37630,"H2020OH06","Ohio 6","3906","Ohio","OH","06","HOUSE","SAFE-R",FALSE,NA,FALSE,NA,FALSE,NA,""
"382",37635,"H2020OH11","Ohio 11","3911","Ohio","OH","11","HOUSE","SAFE-D",FALSE,NA,FALSE,NA,FALSE,NA,""
